time_s,A,B,C
0.000001,-0.1,,-0.1
0.322153,-0.1,,-0.1
0.573388,-0.1,,-0.1
0.822806,-0.1,,-0.1
1.100972,-0.1,,-0.1
1.341730,-0.1,,-0.1
1.654472,-0.1,,-0.1
1.928067,-0.1,,-0.1
2.191821,-0.1,,-0.1
2.430820,-0.1,,-0.1
2.679943,-0.1,,-0.1
2.919604,-0.2,,-0.1
3.165374,-0.2,,-0.1
3.439218,-0.2,,-0.1
3.715762,-0.1,,-0.1
3.972244,-0.1,,-0.1
4.238813,-0.1,,-0.1
4.547158,-0.2,,-0.1
4.807287,-0.1,,-0.1
5.073254,-0.1,,-0.1
5.317454,-0.2,,-0.1
5.590343,-0.1,,-0.1
5.851320,-0.1,,-0.1
6.122307,-0.1,,-0.1
6.387659,-0.2,,-0.1
6.672336,-0.1,,-0.1
6.915431,-0.1,,-0.1
7.157789,-0.1,,-0.1
7.404453,-0.2,,-0.1
7.701010,-0.2,,-0.1
7.940764,-0.2,,-0.1
8.197628,-0.2,,-0.1
8.451205,-0.2,,-0.1
8.750886,-0.2,,-0.1
8.998067,-0.2,,-0.1
9.243171,-0.2,,-0.1
9.492838,-0.1,,-0.1
9.780896,-0.1,,-0.1
10.073671,-0.2,,-0.1
10.325654,-0.2,,-0.1
10.569455,-0.1,,-0.1
10.837352,-0.2,,-0.1
11.079756,-0.1,,-0.1
11.430156,-0.1,,-0.1
11.678726,-0.1,,-0.1
11.948537,-0.1,,-0.1
12.197213,-0.1,,-0.1
12.447837,-0.1,,-0.1
12.760526,-0.2,,-0.1
13.030042,-0.2,,-0.1
13.264541,-0.1,,-0.1
13.511946,-0.1,,-0.1
13.760702,-0.2,,-0.1
14.003763,-0.1,,-0.1
14.273987,-0.1,,-0.1
14.532187,-0.1,,-0.1
14.793887,-0.1,,-0.1
15.034584,-0.2,,-0.1
15.326362,-0.2,,-0.1
15.582200,-0.2,,-0.1
15.847263,-0.2,,-0.1
16.104506,-0.2,,-0.1
16.375303,-0.1,,-0.1
16.628341,-0.1,,-0.1
16.880337,-0.2,,-0.1
17.133293,-0.1,,-0.1
17.406093,-0.1,,-0.1
17.673828,-0.1,,-0.1
17.940054,-0.2,,-0.1
18.187857,-0.1,,-0.1
18.456536,-0.1,,-0.1
18.712294,-0.1,,-0.1
18.968433,-0.1,,-0.1
19.224416,-0.2,,-0.1
