time_s,A,B,C
0.000001,-0.4,0.5,-0.1
0.210691,-0.4,0.5,-0.1
0.426371,-0.4,0.5,-0.1
0.695159,-0.4,0.5,-0.1
0.906863,-0.3,0.4,-0.1
1.123583,-0.4,0.5,-0.1
1.342052,-0.3,0.5,-0.0
1.560088,-0.3,0.5,-0.0
1.813643,-0.3,0.5,-0.1
2.042282,-0.3,0.5,-0.1
2.291864,-0.3,0.5,-0.1
2.508673,-0.3,0.5,-0.1
2.741688,-0.3,0.5,-0.1
2.997749,-0.3,0.5,-0.1
3.218407,-0.3,0.5,-0.1
3.440372,-0.3,0.5,-0.1
3.672570,-0.4,0.5,-0.1
3.887923,-0.3,0.5,-0.1
4.147560,-0.3,0.5,-0.1
4.354261,-0.3,0.5,-0.1
4.570651,-0.3,0.5,-0.1
4.789477,-0.3,0.5,-0.1
5.005248,-0.3,0.5,-0.1
5.274791,-0.3,0.5,-0.1
5.484590,-0.3,0.5,-0.1
5.704166,-0.3,0.5,-0.1
5.920583,-0.3,0.5,-0.1
6.138484,-0.3,0.5,-0.1
6.395200,-0.3,0.5,-0.1
6.604130,-0.3,0.5,-0.1
6.819191,-0.3,0.5,-0.1
7.036770,-0.3,0.5,-0.1
7.285622,-0.3,0.5,-0.1
7.557243,-0.3,0.5,-0.1
7.767728,-0.3,0.5,-0.1
7.985261,-0.3,0.5,-0.1
8.203759,-0.3,0.5,-0.1
8.469911,-0.3,0.5,-0.1
8.733233,-0.3,0.5,-0.1
8.985442,-0.3,0.5,-0.1
9.215996,-0.3,0.5,-0.1
9.437533,-0.3,0.5,-0.1
9.669548,-0.3,0.5,-0.1
9.928852,-0.3,0.5,-0.1
10.152163,-0.3,0.5,-0.1
10.368168,-0.3,0.5,-0.1
10.585943,-0.3,0.5,-0.1
10.804959,-0.3,0.5,-0.1
11.057131,-0.3,0.5,-0.1
11.303707,-0.3,0.5,-0.1
11.521912,-0.3,0.5,-0.1
11.726311,-0.3,0.5,-0.1
11.943817,-0.3,0.5,-0.1
12.206270,-0.3,0.5,0.0
12.426882,-0.2,0.5,-0.3
12.643899,-0.3,0.5,-0.2
12.862546,-0.3,0.5,-0.1
13.081469,-0.3,0.5,-0.1
13.352404,-0.3,0.5,-0.1
13.563163,-0.3,0.5,-0.1
13.768002,-0.3,0.5,-0.1
13.984160,-0.3,0.5,-0.1
14.203173,-0.3,0.5,-0.1
14.471068,-0.3,0.5,-0.1
14.688802,-0.3,0.5,-0.1
14.894145,-0.3,0.5,-0.1
15.111577,-0.3,0.5,-0.1
15.328215,-0.3,0.5,-0.1
15.583309,-0.3,0.5,-0.1
15.794349,-0.3,0.5,-0.1
16.000557,-0.3,0.5,-0.1
16.212728,-0.3,0.5,-0.1
16.431986,-0.3,0.5,-0.1
16.679483,-0.3,0.5,-0.1
16.898205,-0.3,0.5,-0.1
17.114671,-0.3,0.5,-0.1
17.332212,-0.3,0.5,-0.1
17.549131,-0.3,0.5,-0.1
17.826905,-0.3,0.5,-0.1
18.046117,-0.3,0.5,-0.1
18.293600,-0.3,0.5,-0.1
18.525403,-0.3,0.5,-0.1
18.744863,-0.3,0.5,-0.1
19.012366,-0.3,0.5,-0.1
19.225368,-0.3,0.5,-0.1
19.442511,-0.3,0.5,-0.1
19.660591,-0.3,0.5,-0.1
19.893256,-0.3,0.5,-0.1
20.152194,-0.3,0.5,-0.1
20.372829,-0.3,0.5,-0.1
20.592078,-0.3,0.5,-0.1
20.825403,-0.3,0.5,-0.1
21.043363,-0.3,0.5,-0.1
21.298051,-0.3,0.5,-0.1
21.525712,-0.3,0.5,-0.1
21.743918,-0.3,0.5,-0.1
21.961873,-0.3,0.5,-0.1
22.209919,-0.3,0.5,-0.1
22.498058,-0.3,0.5,-0.1
22.725228,-0.3,0.5,-0.1
22.944228,-0.3,0.5,-0.1
23.208170,-0.3,0.5,-0.1
23.426394,-0.3,0.5,-0.1
23.678513,-0.3,0.5,-0.1
23.893178,-0.3,0.5,-0.1
24.109451,-0.3,0.5,-0.1
24.327543,-0.3,0.5,-0.1
24.533228,-0.3,0.5,-0.2
24.784342,-0.3,0.6,-0.0
25.012732,-0.3,0.6,-0.1
25.228607,-0.3,0.5,-0.1
25.433803,-0.3,0.5,-0.1
25.650246,-0.3,0.5,-0.1
25.904537,-0.3,0.5,-0.1
26.133491,-0.3,0.5,-0.1
26.351988,-0.3,0.5,-0.1
26.555083,-0.3,0.5,-0.1
26.772786,-0.3,0.5,-0.1
27.031916,-0.3,0.5,-0.1
27.287190,-0.3,0.5,-0.1
27.503113,-0.3,0.5,-0.1
