time_s,A,B,C
60.525048,9.8000,9.7000,9.9000
60.781724,9.8000,9.7000,9.8000
61.501882,9.8000,9.7000,9.9000
61.743332,9.8000,9.7000,9.9000
62.011692,9.8000,9.7000,9.8000
62.696820,9.8000,9.7000,9.9000
62.923334,9.7000,9.7000,9.9000
63.169770,9.8000,9.7000,9.8000
63.892341,9.8000,9.7000,9.9000
64.112814,9.8000,9.7000,9.8000
64.337121,9.8000,9.7000,9.9000
65.005012,9.8000,9.7000,9.9000
65.242446,9.8000,9.7000,9.8000
65.515561,9.8000,9.7000,9.9000
66.229693,9.8000,9.8000,9.9000
66.480985,9.8000,9.7000,9.9000
66.699820,9.8000,9.7000,9.9000
67.386271,9.8000,9.7000,9.8000
67.679771,9.8000,9.7000,9.9000
67.910900,9.8000,9.7000,9.9000
68.613935,9.7000,9.7000,9.9000
68.838797,9.8000,9.7000,9.9000
69.123865,9.8000,9.7000,9.8000
69.801028,9.8000,9.7000,9.9000
70.049271,9.8000,9.8000,9.9000
70.279007,9.8000,9.8000,9.9000
70.995469,9.8000,9.7000,9.8000
71.222850,9.8000,9.7000,9.9000
71.472756,9.8000,9.8000,9.9000
72.208811,9.8000,9.8000,9.9000
72.443985,9.8000,9.7000,9.9000
72.668912,9.8000,9.7000,9.8000
73.364896,9.8000,9.7000,9.9000
73.593466,9.8000,9.8000,9.9000
73.856132,9.8000,9.7000,9.9000
74.617387,9.8000,9.7000,9.9000
74.841553,9.8000,9.7000,9.9000
75.107492,9.8000,9.7000,9.8000
75.850069,9.8000,9.7000,9.9000
76.117316,9.8000,9.7000,9.8000
76.844563,9.8000,9.7000,9.9000
77.103463,9.7000,9.7000,9.8000
77.332332,9.8000,9.7000,9.9000
78.122529,9.8000,9.7000,9.9000
78.372719,9.8000,9.7000,9.8000
79.151053,9.7000,9.7000,9.9000
79.379012,9.8000,9.7000,9.8000
80.089597,9.8000,9.8000,9.9000
80.324339,9.8000,9.7000,9.9000
80.557556,9.7000,9.8000,9.9000
81.295226,9.8000,9.7000,9.9000
81.511427,9.8000,9.7000,9.9000
81.743741,9.8000,9.7000,9.9000
82.476248,9.8000,9.7000,9.8000
82.704964,9.8000,9.7000,9.9000
82.937429,9.8000,9.7000,9.9000
83.681120,9.8000,9.7000,9.9000
83.919991,9.7000,9.7000,9.8000
84.154145,9.7000,9.7000,9.9000
84.865385,9.8000,9.7000,9.9000
85.120989,9.8000,9.7000,9.8000
85.371802,9.7000,9.7000,9.9000
86.136743,9.8000,9.7000,9.9000
86.377511,9.8000,9.7000,9.9000
87.106046,9.8000,9.7000,9.9000
87.329912,9.8000,9.7000,9.8000
87.553598,9.8000,9.7000,9.9000
88.290224,9.8000,9.7000,9.9000
88.518433,9.8000,9.8000,9.9000
88.765216,9.8000,9.7000,9.9000
89.497008,9.8000,9.7000,9.9000
89.726910,9.7000,9.7000,9.9000
89.946746,9.8000,9.7000,9.8000
90.740360,9.8000,9.7000,9.9000
90.976238,9.8000,9.7000,9.9000
91.786256,9.8000,9.7000,9.8000
92.026154,9.8000,9.7000,9.9000
92.708520,9.8000,9.8000,9.9000
93.013665,9.8000,9.7000,9.9000
93.237939,9.7000,9.7000,9.8000
93.967569,9.7000,9.7000,9.9000
94.212884,9.8000,9.7000,9.9000
94.483045,9.7000,9.7000,9.9000
95.337372,9.8000,9.7000,9.9000
95.565480,9.8000,9.7000,9.9000
96.248113,9.8000,9.7000,9.9000
96.540916,9.8000,9.7000,9.8000
96.762048,9.8000,9.7000,9.8000
97.497106,9.8000,9.7000,9.8000
97.714713,9.8000,9.7000,9.8000
98.109318,9.8000,9.7000,9.8000
98.822932,9.8000,9.8000,9.8000
99.070328,9.8000,9.7000,9.8000
99.302428,9.8000,9.7000,9.9000
100.026078,9.8000,9.7000,9.8000
100.245746,9.7000,9.7000,9.8000
100.530170,9.8000,9.7000,9.9000
101.252080,9.8000,9.7000,9.8000
101.516986,9.8000,9.7000,9.9000
101.751223,9.8000,9.7000,9.8000
102.481257,9.8000,9.8000,9.8000
102.705351,9.8000,9.8000,9.9000
102.921784,9.7000,9.7000,9.9000
103.636242,9.8000,9.7000,9.9000
103.867620,9.8000,9.8000,9.9000
104.117043,9.8000,9.7000,9.8000
104.809479,9.7000,9.7000,9.9000
105.055879,9.8000,9.7000,9.9000
105.307227,9.8000,9.7000,9.8000
106.023813,9.8000,9.7000,9.9000
106.252300,9.8000,9.7000,9.8000
106.495353,9.7000,9.7000,9.9000
107.216713,9.8000,9.7000,9.9000
107.478741,9.8000,9.7000,9.8000
107.721191,9.8000,9.7000,9.9000
108.446732,9.8000,9.7000,9.9000
108.685309,9.8000,9.7000,9.8000
108.944391,9.8000,9.7000,9.9000
109.737944,9.8000,9.7000,9.9000
109.990559,9.8000,9.7000,9.9000
110.686042,9.8000,9.7000,9.9000
110.920323,9.8000,9.7000,9.8000
111.174962,9.7000,9.7000,9.9000
111.885020,9.8000,9.7000,9.9000
112.135987,9.8000,9.7000,9.9000
112.356116,9.7000,9.7000,9.8000
113.067613,9.8000,9.7000,9.9000
113.312860,9.8000,9.7000,9.9000
113.541318,9.8000,9.8000,9.9000
114.297112,9.8000,9.7000,9.9000
114.521960,9.8000,9.8000,9.9000
114.743517,9.7000,9.7000,9.9000
115.508386,9.8000,9.8000,9.9000
115.751348,9.8000,9.7000,9.9000
116.481280,9.7000,9.7000,9.9000
116.710891,9.8000,9.7000,9.9000
116.947023,9.8000,9.8000,9.9000
117.666858,9.8000,9.7000,9.9000
117.907365,9.8000,9.7000,9.9000
118.153994,9.8000,9.8000,9.9000
118.841437,9.8000,9.7000,9.8000
119.108394,9.8000,9.7000,9.9000
119.336067,9.8000,9.8000,9.9000
120.070760,9.8000,9.7000,9.9000
120.289359,9.8000,9.7000,9.8000
120.528357,9.8000,9.7000,9.9000
121.225810,9.8000,9.7000,9.9000
121.472584,9.8000,9.7000,9.9000
121.706629,9.8000,9.7000,9.9000
122.451426,9.8000,9.7000,9.9000
122.677250,9.8000,9.7000,9.9000
122.895415,9.8000,9.7000,9.8000
123.623089,9.7000,9.7000,9.9000
123.872828,9.8000,9.7000,9.9000
124.132002,9.8000,9.8000,9.9000
124.857879,9.7000,9.7000,9.8000
125.105778,9.8000,9.7000,9.9000
125.332377,9.8000,9.7000,9.9000
126.086174,9.8000,9.7000,9.9000
126.318596,9.7000,9.7000,9.8000
126.532038,9.8000,9.7000,9.9000
127.287338,9.8000,9.7000,9.9000
127.514600,9.8000,9.7000,9.9000
127.742552,9.8000,9.7000,9.9000
128.432766,9.7000,9.7000,9.9000
128.674189,9.8000,9.8000,9.9000
128.897180,9.8000,9.7000,9.8000
129.647468,9.8000,9.8000,9.9000
129.883460,9.7000,9.7000,9.9000
130.138386,9.8000,9.8000,9.8000
130.850770,9.8000,9.7000,9.8000
131.103661,9.8000,9.7000,9.8000
131.334646,9.8000,9.7000,9.9000
132.044978,9.8000,9.7000,9.8000
132.271886,9.8000,9.7000,9.8000
132.504601,9.7000,9.7000,9.9000
133.225937,9.8000,9.7000,9.9000
133.463385,9.7000,9.8000,9.9000
133.707270,9.8000,9.7000,9.8000
134.463235,9.8000,9.7000,9.8000
134.697704,9.8000,9.8000,9.9000
134.909080,9.7000,9.8000,9.9000
135.616122,9.8000,9.8000,9.9000
135.854712,9.8000,9.8000,9.9000
136.115518,9.8000,9.7000,9.9000
136.818870,9.7000,9.7000,9.9000
137.092001,9.7000,9.7000,9.9000
137.318629,9.8000,9.8000,9.9000
138.026634,9.8000,9.7000,9.8000
138.257886,9.8000,9.8000,9.9000
138.529356,9.8000,9.7000,9.9000
139.267889,9.8000,9.7000,9.9000
139.527889,9.7000,9.7000,9.9000
139.762199,9.8000,9.7000,9.8000
140.516392,9.8000,9.7000,9.8000
140.756461,9.7000,9.7000,9.8000
140.970672,9.8000,9.7000,9.9000
141.660326,9.7000,9.8000,9.9000
141.905650,9.8000,9.7000,9.9000
142.157832,9.8000,9.7000,9.9000
142.875301,9.8000,9.8000,9.9000
143.140744,9.8000,9.7000,9.9000
143.374701,9.8000,9.7000,9.9000
144.108955,9.8000,9.7000,9.9000
144.341857,9.8000,9.7000,9.9000
144.577313,9.8000,9.7000,9.9000
145.350222,9.8000,9.8000,9.9000
145.593540,9.8000,9.7000,9.8000
146.330414,9.7000,9.7000,9.8000
146.585227,9.7000,9.7000,9.9000
146.799235,9.8000,9.7000,9.9000
147.553301,9.8000,9.7000,9.9000
147.792444,9.8000,9.7000,9.8000
148.033908,9.8000,9.7000,9.9000
148.752657,9.8000,9.7000,9.9000
148.998467,9.8000,9.7000,9.9000
149.224169,9.8000,9.7000,9.8000
149.937006,9.8000,9.8000,9.9000
150.202647,9.8000,9.7000,9.8000
151.046695,9.8000,9.8000,9.9000
151.269604,9.8000,9.7000,9.8000
152.033829,9.8000,9.7000,9.8000
152.267155,9.7000,9.7000,9.9000
152.499136,9.7000,9.7000,9.9000
153.184471,9.7000,9.7000,9.9000
153.428435,9.8000,9.7000,9.9000
153.647942,9.8000,9.7000,9.9000
154.399908,9.8000,9.7000,9.9000
154.634862,9.8000,9.7000,9.9000
154.879530,9.8000,9.7000,9.9000
155.636139,9.8000,9.7000,9.9000
155.889537,9.8000,9.7000,9.9000
156.600080,9.8000,9.8000,9.8000
156.815718,9.8000,9.7000,9.9000
157.091417,9.8000,9.7000,9.8000
157.811499,9.8000,9.8000,9.9000
158.062984,9.7000,9.7000,9.9000
158.303217,9.8000,9.7000,9.9000
158.990625,9.8000,9.8000,9.9000
159.226534,9.8000,9.7000,9.9000
159.472448,9.8000,9.7000,9.8000
160.203376,9.8000,9.7000,9.9000
160.532510,9.8000,9.7000,9.9000
161.241062,9.8000,9.7000,9.9000
161.508470,9.8000,9.7000,9.9000
161.784290,9.8000,9.7000,9.9000
162.542740,9.7000,9.7000,9.9000
162.774653,9.8000,9.8000,9.9000
163.023855,9.8000,9.7000,9.8000
163.752255,9.8000,9.7000,9.8000
163.991361,9.8000,9.8000,9.8000
164.221753,9.8000,9.7000,9.9000
164.911279,9.8000,9.7000,9.9000
165.163299,9.8000,9.7000,9.9000
165.393318,9.8000,9.8000,9.9000
166.107125,9.7000,9.7000,9.8000
166.357835,9.8000,9.7000,9.9000
166.596223,9.8000,9.7000,9.9000
167.324519,9.8000,9.7000,9.9000
167.541691,9.8000,9.7000,9.9000
167.823036,9.8000,9.7000,9.9000
168.535800,9.8000,9.7000,9.9000
168.766299,9.7000,9.7000,9.9000
168.984104,9.8000,9.7000,9.8000
169.676035,9.8000,9.7000,9.9000
169.924152,9.8000,9.7000,9.9000
170.166063,9.8000,9.7000,9.9000
170.850584,9.8000,9.7000,9.9000
171.109837,9.8000,9.7000,9.8000
171.321493,9.8000,9.7000,9.9000
172.049252,9.8000,9.7000,9.9000
172.266787,9.8000,9.8000,9.8000
172.530104,9.8000,9.7000,9.9000
173.277902,9.8000,9.7000,9.9000
173.519991,9.8000,9.7000,9.9000
174.283004,9.7000,9.7000,9.9000
174.527016,9.8000,9.7000,9.9000
174.786590,9.8000,9.8000,9.8000
175.503212,9.8000,9.7000,9.9000
175.731561,9.8000,9.7000,9.8000
175.965947,9.8000,9.7000,9.9000
176.663429,9.8000,9.7000,9.8000
176.883064,9.8000,9.8000,9.9000
177.158717,9.8000,9.7000,9.9000
177.868567,9.8000,9.7000,9.9000
178.151071,9.8000,9.7000,9.9000
178.376941,9.8000,9.8000,9.9000
179.126954,9.8000,9.8000,9.8000
179.393114,9.8000,9.7000,9.9000
180.112479,9.8000,9.7000,9.9000
180.337459,9.8000,9.7000,9.9000
180.586852,9.8000,9.8000,9.8000
181.337844,9.8000,9.7000,9.8000
181.586387,9.7000,9.8000,9.9000
181.810122,9.8000,9.7000,9.8000
182.504789,9.7000,9.7000,9.9000
182.735475,9.8000,9.7000,9.9000
182.976970,9.8000,9.7000,9.9000
183.697181,9.8000,9.7000,9.8000
183.967300,9.8000,9.7000,9.9000
184.202742,9.8000,9.7000,9.9000
184.953907,9.8000,9.7000,9.8000
185.197861,9.8000,9.7000,9.8000
185.480542,9.8000,9.7000,9.9000
186.232943,9.7000,9.7000,9.9000
186.469939,9.8000,9.7000,9.9000
186.688427,9.8000,9.7000,9.8000
187.376881,9.8000,9.7000,9.9000
187.603911,9.8000,9.7000,9.9000
187.836455,9.8000,9.7000,9.9000
188.549409,9.8000,9.7000,9.9000
188.764807,9.8000,9.7000,9.9000
189.008005,9.8000,9.7000,9.9000
189.710134,9.8000,9.7000,9.9000
189.949072,9.8000,9.7000,9.9000
190.181787,9.8000,9.8000,9.8000
190.886602,9.8000,9.8000,9.9000
191.136788,9.8000,9.8000,9.9000
191.361086,9.8000,9.7000,9.9000
192.071791,9.8000,9.7000,9.9000
192.309148,9.8000,9.7000,9.9000
192.535245,9.7000,9.8000,9.8000
193.292190,9.8000,9.7000,9.8000
193.511991,9.8000,9.7000,9.8000
193.741872,9.8000,9.7000,9.9000
194.454114,9.8000,9.7000,9.9000
194.683506,9.8000,9.7000,9.8000
194.917443,9.8000,9.8000,9.8000
195.645824,9.8000,9.7000,9.9000
195.880444,9.7000,9.8000,9.8000
196.130661,9.7000,9.7000,9.8000
196.829892,9.8000,9.8000,9.9000
197.118369,9.8000,9.7000,9.9000
197.340282,9.8000,9.7000,9.9000
198.096392,9.8000,9.7000,9.9000
198.330878,9.8000,9.7000,9.9000
198.565348,9.7000,9.7000,9.9000
199.300643,9.8000,9.7000,9.9000
199.551733,9.8000,9.7000,9.9000
199.795971,9.8000,9.7000,9.9000
200.514463,9.8000,9.8000,9.8000
200.763369,9.8000,9.7000,9.9000
201.006588,9.8000,9.7000,9.9000
201.689697,9.8000,9.7000,9.8000
201.911655,9.8000,9.7000,9.9000
202.155121,9.8000,9.7000,9.9000
202.829029,9.8000,9.7000,9.8000
203.092141,9.8000,9.7000,9.9000
203.329728,9.8000,9.7000,9.9000
204.059877,9.8000,9.7000,9.9000
204.296608,9.8000,9.7000,9.9000
204.516150,9.8000,9.8000,9.9000
205.281534,9.8000,9.7000,9.9000
205.524382,9.8000,9.8000,9.9000
206.250885,9.8000,9.7000,9.9000
206.467416,9.7000,9.7000,9.8000
207.313231,9.8000,9.7000,9.8000
207.538005,9.8000,9.7000,9.9000
207.760680,9.8000,9.7000,9.9000
208.517697,9.8000,9.7000,9.9000
208.735865,9.8000,9.7000,9.9000
208.960295,9.8000,9.7000,9.9000
209.811199,9.8000,9.8000,9.9000
210.055237,9.8000,9.7000,9.9000
210.910768,9.8000,9.7000,9.9000
211.171083,9.8000,9.7000,9.9000
212.033697,9.8000,9.7000,9.8000
212.270652,9.8000,9.7000,9.9000
213.015872,9.8000,9.7000,9.9000
213.254296,9.8000,9.8000,9.9000
214.064272,9.8000,9.7000,9.9000
214.281430,9.8000,9.7000,9.8000
214.542785,9.8000,9.7000,9.9000
215.438857,9.8000,9.7000,9.8000
215.652137,9.8000,9.8000,9.9000
216.380590,9.8000,9.7000,9.9000
216.639817,9.8000,9.7000,9.9000
216.861919,9.8000,9.7000,9.9000
217.540472,9.7000,9.7000,9.9000
217.776312,9.8000,9.7000,9.9000
218.060905,9.8000,9.7000,9.8000
218.749115,9.8000,9.7000,9.9000
218.974605,9.8000,9.7000,9.8000
219.196579,9.8000,9.7000,9.8000
219.965175,9.8000,9.8000,9.8000
220.233430,9.8000,9.7000,9.9000
220.947846,9.8000,9.7000,9.9000
221.168517,9.8000,9.7000,9.9000
221.387597,9.7000,9.7000,9.9000
222.135844,9.8000,9.7000,9.9000
222.369803,9.8000,9.7000,9.9000
222.592877,9.8000,9.8000,9.9000
223.186020,9.8000,9.7000,9.9000
223.446446,9.8000,9.7000,9.8000
223.652433,9.7000,9.7000,9.9000
224.283005,9.8000,9.8000,9.9000
224.518215,9.8000,9.8000,9.9000
224.760469,9.7000,9.8000,9.9000
225.547042,9.8000,9.7000,9.9000
225.873159,9.8000,9.8000,9.9000
226.756563,9.8000,9.8000,9.9000
227.014803,9.8000,9.7000,9.9000
227.817636,9.8000,9.7000,9.8000
228.114382,9.8000,9.7000,9.9000
228.785197,9.8000,9.7000,9.9000
228.997367,9.8000,9.7000,9.8000
229.226705,9.8000,9.7000,9.8000
