time_s,A,B,C
0.000001,2.6,,
0.228198,2.7,,
0.373344,2.8,,
0.528378,2.7,,
0.816969,2.8,,
1.015151,2.7,,
1.245690,2.6,,
1.446651,2.8,,
1.657719,2.7,,
1.868264,2.6,,
2.075442,2.6,,
2.209839,2.6,,
2.422872,2.7,,
2.630243,2.6,,
2.825205,2.7,,
2.957401,2.8,,
3.161191,2.6,,
3.301081,3.0,,
3.512459,1.6,,
3.648168,2.3,,
3.852772,2.8,,
4.069623,3.4,,
4.293634,0.3,,
4.435271,-0.7,,
4.641033,-1.4,,
4.842176,-2.9,,
4.985163,-2.2,,
5.215128,0.8,,
5.433862,0.8,,
5.642116,0.7,,
5.868315,0.7,,
6.090194,0.8,,
6.236432,0.7,,
6.442576,0.7,,
6.572754,0.7,,
6.871753,0.8,,
7.003410,0.7,,
7.213562,0.8,,
7.348601,0.7,,
7.570340,0.8,,
7.776046,0.8,,
7.987484,0.8,,
8.138633,0.7,,
8.355742,0.8,,
8.565106,0.8,,
8.716400,0.8,,
8.924385,0.8,,
9.154382,0.8,,
9.298759,0.8,,
9.523236,0.8,,
9.666324,0.8,,
9.798203,0.7,,
10.006896,0.7,,
10.152445,0.5,,
10.289870,0.6,,
10.497033,2.4,,
10.650082,3.9,,
10.808783,5.2,,
11.001078,10.4,,
11.211028,9.7,,
11.385481,10.2,,
11.600747,10.3,,
11.739389,10.2,,
11.884235,10.3,,
12.101476,10.2,,
12.241627,10.2,,
12.409470,10.2,,
12.618411,9.8,,
12.759476,10.3,,
12.962738,9.7,,
13.109294,10.4,,
13.254160,10.1,,
13.404437,10.5,,
13.555586,10.2,,
13.791765,10.2,,
13.942354,10.5,,
14.080754,10.0,,
14.309250,10.5,,
14.465760,9.0,,
14.611861,10.3,,
14.830090,10.4,,
15.065473,10.3,,
15.218386,10.3,,
15.348346,10.2,,
15.498405,10.3,,
15.651361,10.3,,
15.856035,10.2,,
16.007176,10.2,,
16.221641,9.9,,
16.374346,9.5,,
16.532565,6.8,,
16.671142,2.3,,
16.835545,0.4,,
17.073989,0.5,,
17.285511,0.5,,
17.444017,0.5,,
17.604920,0.6,,
17.821728,0.5,,
17.992971,0.7,,
18.147745,2.0,,
18.370570,9.6,,
18.509859,10.1,,
18.673352,10.6,,
18.896042,6.1,,
19.118205,1.5,,
19.286066,2.8,,
19.424187,4.4,,
19.584960,6.4,,
19.751110,7.1,,
19.893365,8.9,,
20.057615,8.0,,
20.267160,0.8,,
20.448945,0.3,,
20.597333,-1.9,,
20.804962,5.9,,
20.965617,-3.0,,
21.202947,2.3,,
21.338980,3.8,,
21.512780,10.5,,
21.649325,9.5,,
21.806132,0.2,,
21.978620,2.7,,
22.199771,-0.2,,
22.375234,4.6,,
22.546579,7.0,,
22.763146,6.0,,
22.932936,0.9,,
23.109516,0.5,,
23.305301,1.6,,
23.492973,1.2,,
23.678259,0.3,,
23.808138,0.5,,
23.965152,0.5,,
24.188443,0.5,,
24.374938,0.5,,
24.546452,0.4,,
24.761645,0.5,,
24.933245,0.5,,
25.107069,0.5,,
25.313269,0.5,,
25.505500,0.5,,
25.676435,0.5,,
25.813713,0.5,,
25.985401,0.5,,
26.212472,0.5,,
26.394845,0.5,,
26.575673,0.5,,
26.793987,0.5,,
26.972882,0.5,,
27.149187,0.5,,
27.368719,0.5,,
27.542761,0.5,,
27.728863,0.5,,
27.881865,0.5,,
28.060966,0.5,,
28.245367,0.5,,
28.400327,0.5,,
28.566073,0.5,,
28.699500,0.5,,
28.878077,0.5,,
29.056502,0.5,,
29.330767,0.5,,
29.538261,0.5,,
29.718155,0.5,,
29.862112,0.5,,
30.066719,0.5,,
30.246010,0.5,,
30.387405,0.5,,
30.590611,0.5,,
30.768436,0.5,,
30.913636,0.5,,
31.108539,0.4,,
31.374788,0.5,,
31.585897,0.5,,
31.788068,0.5,,
32.010132,0.5,,
32.229359,0.5,,
32.431846,0.5,,
32.582749,0.5,,
