time_s,A,B,C
0.000001,,9.7,9.8
0.246611,,9.7,9.9
0.421494,,9.7,9.8
0.609638,,9.7,9.8
0.797456,,9.7,9.8
1.018240,,9.7,9.9
1.184939,,9.7,9.8
1.355640,,9.7,9.8
1.573710,,9.7,9.9
1.759143,,9.7,9.9
1.945424,,9.7,9.8
2.164136,,9.7,9.9
2.333069,,9.7,9.9
2.566236,,9.7,9.9
2.752193,,9.7,9.9
2.939406,,9.7,9.9
3.125747,,9.7,9.8
3.354164,,9.8,9.8
3.530837,,9.7,9.7
3.701422,,9.7,9.8
3.872273,,9.7,9.8
4.057112,,9.7,9.9
4.228001,,9.7,9.8
4.454941,,9.7,9.8
4.647592,,9.7,9.8
4.833793,,9.7,9.8
5.022361,,9.7,9.8
5.206169,,9.7,9.9
5.390674,,9.7,9.9
5.616981,,9.7,9.9
5.807861,,9.7,9.8
5.997813,,9.7,9.8
6.182926,,9.7,9.8
6.368495,,9.7,9.8
6.571111,,9.7,9.8
6.794598,,9.7,9.8
6.960122,,9.7,9.8
7.130270,,9.7,9.8
7.301319,,9.7,9.8
7.473295,,9.7,9.9
7.659545,,9.7,9.8
7.881558,,9.7,9.8
8.050420,,9.7,9.9
8.221825,,9.7,9.9
8.407711,,9.7,9.8
8.578881,,9.7,9.8
8.764917,,9.7,9.8
8.994212,,9.7,9.8
9.182452,,9.7,9.9
9.370823,,9.6,9.8
9.573261,,9.7,9.8
9.758182,,9.7,9.8
9.926740,,9.7,9.9
10.143613,,9.7,9.8
10.318762,,9.7,9.8
10.487774,,9.7,9.8
10.654586,,9.7,9.8
10.822214,,9.7,9.8
11.002006,,9.7,9.8
11.229108,,9.7,9.8
11.408470,,9.7,9.8
11.591694,,9.7,9.9
11.765371,,9.7,9.9
11.953796,,9.7,9.9
12.139611,,9.7,9.9
12.345478,,9.7,9.9
12.518992,,9.7,9.8
12.715119,,9.7,9.8
12.904327,,9.7,9.8
13.083444,,9.7,9.8
13.273255,,9.7,9.8
13.530709,,9.7,9.8
13.710965,,9.7,9.9
13.879126,,9.7,9.8
14.051233,,9.7,9.8
14.216419,,9.7,9.8
14.393086,,9.7,9.8
14.640398,,9.7,9.8
14.827143,,9.7,9.9
15.015306,,9.7,9.8
15.202666,,9.7,9.9
15.388863,,9.7,9.9
15.576223,,9.7,9.8
15.842846,,9.7,9.8
16.025462,,9.7,9.9
16.211411,,9.7,9.8
16.391891,,9.7,9.8
16.581338,,9.7,9.8
16.753632,,9.7,9.8
16.984509,,9.7,9.8
17.173893,,9.7,9.8
17.362230,,9.7,9.8
17.577694,,9.7,9.8
17.749985,,9.7,9.8
17.936065,,9.7,9.8
18.193386,,9.7,9.8
18.369179,,9.7,9.8
18.571825,,9.7,9.8
18.759667,,9.7,9.8
18.947343,,9.7,9.9
19.179381,,9.7,9.9
19.367187,,9.7,9.9
19.565333,,9.7,9.9
19.795292,,9.7,9.9
19.986201,,9.7,9.9
20.248659,,9.7,9.8
20.503648,,9.7,9.8
20.701896,,9.7,9.9
20.873574,,9.7,9.9
21.045593,,9.7,9.9
21.358182,,9.7,9.8
21.567977,,9.7,9.8
21.745084,,9.7,9.8
21.925819,,9.7,9.8
22.102194,,9.7,9.8
22.359548,,9.7,9.8
22.601506,,9.7,9.9
22.779722,,9.7,9.9
22.953804,,9.7,9.8
23.155133,,9.7,9.9
23.390955,,9.7,9.9
23.557113,,9.7,9.8
23.727693,,9.7,9.9
23.915206,,9.7,9.9
24.085379,,9.7,9.8
24.321816,,9.7,9.8
24.608258,,9.7,9.8
24.783241,,9.7,9.9
24.961459,,9.7,9.9
25.139948,,9.7,9.9
25.334861,,9.7,9.8
25.512845,,9.7,9.9
25.760042,,9.7,9.8
25.947158,,9.7,9.8
26.135409,,9.7,9.8
26.322305,,9.7,9.8
26.507785,,9.7,9.8
26.762949,,9.7,9.8
26.960799,,9.7,9.9
27.147695,,9.7,9.8
27.334139,,9.7,9.9
27.522595,,9.7,9.8
27.709437,,9.7,9.8
27.997639,,9.7,9.8
28.180792,,9.7,9.8
28.365738,,9.7,9.9
28.566864,,9.7,9.8
28.752714,,9.7,9.8
28.970755,,9.7,9.8
29.142422,,9.7,9.8
29.312541,,9.7,9.8
29.482428,,9.7,9.8
29.653838,,9.7,9.8
29.838358,,9.7,9.9
30.060201,,9.7,9.8
30.242595,,9.7,9.9
30.443643,,9.7,9.8
30.631643,,9.7,9.8
30.824807,,9.7,9.8
31.007144,,9.7,9.9
31.242243,,9.7,9.8
31.411233,,9.7,9.9
31.582466,,9.7,9.8
31.752245,,9.7,9.8
31.922898,,9.7,9.8
32.108809,,9.7,9.8
32.317522,,9.7,9.8
32.497919,,9.7,9.9
32.669996,,9.7,9.9
32.841160,,9.7,9.8
33.029755,,9.7,9.8
33.216652,,9.7,9.9
33.489908,,9.7,9.8
33.666490,,9.7,9.8
33.852730,,9.7,9.9
34.021987,,9.7,9.8
34.208462,,9.7,9.9
34.393759,,9.7,9.8
34.669421,,9.7,9.9
34.846513,,9.7,9.9
35.015723,,9.7,9.8
35.202098,,9.7,9.8
35.371281,,9.7,9.8
35.558741,,9.7,9.8
35.783782,,9.7,9.8
35.949804,,9.7,9.8
36.122657,,9.7,9.8
36.324012,,9.7,9.9
36.501640,,9.7,9.9
36.708526,,9.7,9.8
36.974561,,9.7,9.9
37.148138,,9.7,9.8
37.335738,,9.7,9.8
37.533622,,9.7,9.8
37.720095,,9.7,9.8
37.960241,,9.7,9.8
38.154836,,9.7,9.9
38.340866,,9.7,9.9
38.559527,,9.7,9.9
38.744879,,9.7,9.8
38.969407,,9.7,9.8
39.162616,,9.7,9.8
39.348327,,9.7,9.8
39.566755,,9.7,9.8
39.769522,,9.7,9.8
40.007453,,9.7,9.8
40.188817,,9.7,9.9
40.359047,,9.7,9.9
40.560677,,9.7,9.8
40.731766,,9.7,9.8
40.902203,,9.7,9.8
41.145162,,9.7,9.9
41.322869,,9.7,9.9
41.509036,,9.7,9.8
41.703876,,9.7,9.9
41.878792,,9.7,9.8
42.069227,,9.7,9.8
42.357460,,9.7,9.9
42.545174,,9.7,9.8
42.719767,,9.7,9.8
42.889945,,9.7,9.8
43.063611,,9.7,9.9
43.255137,,9.7,9.9
43.510879,,9.8,9.8
43.720074,,9.7,9.8
43.931941,,9.7,9.9
44.142249,,9.7,9.9
44.349126,,9.7,9.9
44.800717,,9.7,9.8
44.991124,,9.8,9.9
45.154392,,9.7,9.8
45.347774,,9.7,9.8
45.713926,,9.7,9.8
45.891096,,9.7,9.9
46.054555,,9.7,9.8
46.264426,,9.7,9.9
46.431036,,9.7,9.9
46.683348,,9.7,9.8
46.872064,,9.7,9.8
47.058304,,9.7,9.9
47.244252,,9.7,9.9
47.430292,,9.7,9.8
47.716468,,9.7,9.9
47.894008,,9.7,9.8
48.065127,,9.7,9.8
48.235856,,9.7,9.8
48.430576,,9.7,9.9
48.607729,,9.7,9.8
48.853572,,9.7,9.8
49.042503,,9.7,9.9
49.230320,,9.7,9.8
49.418392,,9.7,9.8
49.623424,,9.7,9.8
49.933665,,9.7,9.8
50.104776,,9.7,9.9
50.275760,,9.7,9.8
50.461601,,9.7,9.8
50.632546,,9.7,9.8
50.804100,,9.7,9.8
51.087751,,9.7,9.8
51.272014,,9.7,9.9
51.443234,,9.7,9.8
51.629370,,9.7,9.9
51.816791,,9.7,9.9
52.066877,,9.7,9.8
52.266033,,9.7,9.9
52.439985,,9.7,9.9
52.620003,,9.7,9.9
52.869526,,9.7,9.9
53.153890,,9.7,9.9
53.379115,,9.7,9.8
53.554751,,9.7,9.8
53.734553,,9.7,9.9
53.921782,,9.7,9.9
54.214179,,9.7,9.9
54.393022,,9.7,9.8
54.598697,,9.7,9.9
54.805371,,9.7,9.8
54.992037,,9.6,9.7
55.242146,,9.7,9.9
55.419688,,9.7,9.9
55.680695,,9.7,9.8
55.867088,,9.7,9.8
56.061064,,9.7,9.8
56.320561,,9.7,9.9
56.503340,,9.7,9.9
56.675271,,9.7,9.8
56.868428,,9.7,9.8
57.055439,,9.7,9.9
57.248654,,9.7,9.8
57.498659,,9.7,9.8
57.741434,,9.7,9.9
57.926732,,9.7,9.8
58.096378,,9.7,9.8
58.280451,,9.7,9.8
58.500697,,9.7,9.8
58.680051,,9.7,9.8
58.872213,,9.7,9.8
59.048641,,9.7,9.8
59.217631,,9.7,9.8
59.387561,,9.7,9.8
59.605970,,9.7,9.9
59.806432,,9.7,9.9
60.009784,,9.7,9.9
60.195010,,9.7,9.9
60.366153,,9.7,9.8
60.731833,,9.7,9.8
60.910811,,9.7,9.8
61.096494,,9.7,9.8
61.264315,,9.7,9.9
61.437102,,9.7,9.9
61.623724,,9.7,9.9
61.851319,,9.7,9.8
62.043117,,9.7,9.9
62.230065,,9.7,9.8
62.431380,,9.7,9.8
62.617449,,9.7,9.8
62.805018,,9.7,9.8
63.033623,,9.7,9.8
63.224665,,9.7,9.8
