timestamp,Accelerationz
0.025377750396728516,9.7
0.052976369857788086,9.7
0.08119034767150879,9.7
0.10900068283081055,9.7
0.13602161407470703,9.7
0.16330695152282715,9.7
0.19194316864013672,9.7
0.2186281681060791,9.7
0.24650001525878906,9.7
0.2747194766998291,9.7
0.30159997940063477,9.7
0.3291630744934082,9.7
0.35674047470092773,9.7
0.3842132091522217,9.7
0.41199803352355957,9.7
0.43876028060913086,9.7
0.46629810333251953,9.7
0.494157075881958,9.7
0.5210204124450684,9.7
0.5628492832183838,9.7
0.589463472366333,9.7
0.6174585819244385,9.7
0.645449161529541,9.7
0.6721169948577881,9.7
0.6991069316864014,9.7
0.7274513244628906,9.8
0.7552821636199951,9.7
0.7985115051269531,9.7
0.8361368179321289,9.7
0.8737578392028809,9.7
0.9114573001861572,9.7
0.9486117362976074,9.7
0.9864504337310791,9.7
1.0233707427978516,9.7
1.0614967346191406,9.7
1.0981714725494385,9.7
1.1365761756896973,9.7
1.173536777496338,9.7
1.211698055267334,9.7
1.2487773895263672,9.7
1.2864360809326172,9.7
1.323474645614624,9.7
1.3610031604766846,9.7
1.398545503616333,9.7
1.436208724975586,9.7
1.4746334552764893,9.7
1.511077642440796,9.7
1.5488848686218262,9.7
1.5865681171417236,9.7
1.6241629123687744,9.7
1.661214828491211,9.7
1.698760986328125,9.7
1.7367298603057861,9.7
1.7736096382141113,9.8
1.8116538524627686,9.7
1.848820686340332,9.7
1.8858592510223389,9.7
1.923736333847046,9.7
1.961270809173584,9.7
1.9988949298858643,9.7
2.036132335662842,9.7
2.0737619400024414,9.8
2.111295700073242,9.8
2.1489222049713135,9.7
2.1863510608673096,9.7
2.2241761684417725,9.7
2.261087656021118,9.7
2.298555612564087,9.8
2.336371898651123,9.7
2.373810052871704,9.8
2.4106075763702393,9.7
2.4481313228607178,9.7
2.4873180389404297,9.7
2.524183511734009,9.7
2.5618507862091064,9.7
2.5988311767578125,9.7
2.6366593837738037,9.7
2.6745104789733887,9.7
2.7116525173187256,9.7
2.7494475841522217,9.7
2.786069631576538,9.7
2.8240015506744385,9.7
2.8616127967834473,9.7
2.8992373943328857,9.7
2.935615301132202,9.8
2.9735305309295654,9.7
3.0113420486450195,9.7
3.0487663745880127,9.7
3.086435079574585,9.7
3.1230294704437256,9.7
3.1613247394561768,9.7
3.2000012397766113,9.7
3.2360944747924805,9.7
3.2738935947418213,9.7
3.3114285469055176,9.7
3.3498942852020264,9.7
3.3859636783599854,9.7
3.423893690109253,9.7
3.462165355682373,9.7
3.4990320205688477,9.7
3.53639554977417,9.7
3.5735955238342285,9.7
3.610868453979492,9.7
3.649364948272705,9.7
3.686009645462036,9.7
3.723707437515259,9.7
3.7613871097564697,9.7
3.7990939617156982,9.7
3.8371622562408447,9.7
3.8731131553649902,9.7
3.911787748336792,9.7
3.94889235496521,9.7
3.9861817359924316,9.7
4.024592399597168,9.7
4.061456203460693,9.7
4.098693132400513,9.7
4.136583089828491,9.7
4.173922300338745,9.7
4.2117760181427,9.7
4.248469352722168,9.7
4.286033630371094,9.7
4.324499845504761,9.7
4.360861301422119,9.7
4.399519920349121,9.7
4.436498641967773,9.7
4.4735894203186035,9.7
4.5113396644592285,9.7
4.5485615730285645,9.7
4.58692193031311,9.7
4.623944520950317,9.7
4.662204027175903,9.7
4.6992199420928955,9.7
4.736515045166016,9.7
4.774566888809204,9.7
4.810842275619507,9.7
4.849108457565308,9.7
4.886834144592285,9.7
4.924091339111328,9.7
4.961550951004028,9.7
4.998980283737183,9.7
5.036433696746826,9.7
5.074357986450195,9.7
5.111957788467407,9.7
5.148944139480591,9.7
5.1860716342926025,9.7
5.224438905715942,9.7
5.261986494064331,9.7
5.299390077590942,9.7
5.33618426322937,9.7
5.373916149139404,9.7
5.411575794219971,9.7
5.448747396469116,9.7
5.486683368682861,9.7
5.52461051940918,9.7
5.561513900756836,9.7
5.599128723144531,9.7
5.6364219188690186,9.7
5.673325061798096,9.7
5.712110280990601,9.7
5.748797178268433,9.7
5.786883115768433,9.7
5.823939800262451,9.7
5.861662149429321,9.7
5.8991968631744385,9.7
5.93699049949646,9.7
5.975173711776733,9.7
6.011416673660278,9.7
6.049027919769287,9.7
6.087066411972046,9.7
6.123804569244385,9.7
6.161528825759888,9.7
6.199161767959595,9.7
6.236666440963745,9.7
6.274070978164673,9.7
6.311031341552734,9.7
6.349328517913818,9.7
6.3869030475616455,9.7
6.4245805740356445,9.7
6.461796045303345,9.7
6.498760223388672,9.7
6.536636829376221,9.7
6.573962450027466,9.7
6.611914157867432,9.7
6.64955472946167,9.7
6.686262607574463,9.7
6.723243713378906,9.7
6.760676383972168,9.7
6.799010992050171,9.7
6.836483001708984,9.7
6.874041557312012,9.7
6.912035703659058,9.7
6.9488441944122314,9.7
6.986516714096069,9.7
7.02396559715271,9.7
7.061173915863037,9.7
7.099090337753296,9.7
7.136711359024048,9.7
7.174377202987671,9.7
7.212109327316284,9.7
7.24863076210022,9.7
7.286326885223389,9.7
7.3242347240448,9.7
7.362258195877075,9.7
7.39971399307251,9.7
7.4366455078125,9.7
7.473903656005859,9.7
7.511439561843872,9.7
7.549060583114624,9.7
7.587533950805664,9.7
7.624230146408081,9.7
7.662031650543213,9.7
7.698467493057251,9.7
7.736217975616455,9.7
7.774386167526245,9.7
7.811172723770142,9.7
7.848924398422241,9.7
7.886526584625244,9.7
7.924543857574463,9.7
7.961512088775635,9.7
7.999223709106445,9.7
8.037526369094849,9.7
8.074713230133057,9.7
8.111454725265503,9.7
8.150394201278687,9.7
8.18615984916687,9.7
8.224249124526978,9.7
8.261176586151123,9.7
8.299006223678589,9.7
8.33656358718872,9.7
8.37451171875,9.7
8.412173509597778,9.7
8.448768377304077,9.7
8.48689341545105,9.7
8.524558782577515,9.7
8.561261177062988,9.7
8.598937749862671,9.7
8.63604474067688,9.7
8.673829555511475,9.7
8.712606191635132,9.7
8.74894118309021,9.7
8.787307262420654,9.7
8.824328660964966,9.7
8.861933708190918,9.7
8.899402618408203,9.7
8.936370134353638,9.7
8.974082231521606,9.7
9.011747598648071,9.7
9.048643350601196,9.7
9.087943077087402,9.7
9.123718976974487,9.7
9.161317110061646,9.7
9.199018001556396,9.7
9.236608743667603,9.7
9.27416706085205,9.7
9.310963153839111,9.7
9.34924054145813,9.7
9.386443138122559,9.7
9.42447543144226,9.7
9.461966514587402,9.7
9.499417066574097,9.7
9.536226987838745,9.7
9.5738525390625,9.7
9.611879587173462,9.7
9.6489839553833,9.7
9.687446594238281,9.7
9.724064350128174,9.7
