timestamp,Force,Accelerationx,Accelerationy,Accelerationz,AccelerationResultant
0.0532536506652832,1.68,0.6,9.6,0.0,9.6
0.10786604881286621,1.71,0.6,9.6,0.0,9.6
0.16347622871398926,1.69,0.6,9.7,-0.1,9.7
0.21839380264282227,1.72,0.6,9.7,-0.1,9.7
0.27270078659057617,1.68,0.6,9.7,-0.7,9.7
0.3275108337402344,1.7,0.6,9.6,-0.1,9.6
0.3828871250152588,1.71,0.6,9.6,-0.1,9.6
0.43866515159606934,1.7,0.6,8.9,-2.1,9.2
0.49366259574890137,1.69,0.6,9.6,-0.1,9.6
0.5485637187957764,1.69,0.6,9.6,-0.1,9.6
0.6037142276763916,1.7,0.6,9.4,-1.2,9.5
0.6587846279144287,1.69,0.6,9.6,-0.1,9.6
0.7128880023956299,1.68,0.6,9.4,-1.5,9.5
0.7845675945281982,1.69,0.6,9.6,-0.1,9.6
0.8784825801849365,1.7,0.6,9.7,-0.1,9.7
0.9533312320709229,1.7,0.6,9.7,-0.4,9.7
1.0286965370178223,1.71,0.6,9.7,-0.5,9.7
1.1034770011901855,1.69,0.6,9.7,-0.2,9.7
1.1785500049591064,1.68,0.6,9.7,-0.4,9.7
1.2538676261901855,1.71,0.6,9.7,-0.4,9.7
1.3281090259552002,1.7,0.6,9.6,-0.7,9.6
1.4036386013031006,1.71,0.6,9.6,-0.6,9.6
1.4779722690582275,1.7,0.6,9.6,-0.6,9.6
1.5536530017852783,1.72,0.6,9.6,-0.6,9.6
1.6278159618377686,1.68,0.6,9.6,-0.6,9.6
1.7035722732543945,1.68,0.6,9.6,-0.6,9.6
1.7785964012145996,1.69,0.6,9.6,-0.6,9.6
1.8529677391052246,1.69,0.6,9.6,-0.6,9.6
1.9285433292388916,1.71,0.6,9.6,-0.6,9.6
2.003495693206787,1.69,0.6,9.6,-0.6,9.6
2.077927350997925,1.7,0.6,9.6,-0.7,9.6
2.153627395629883,1.69,0.6,9.6,-0.6,9.6
2.2289366722106934,1.7,0.6,9.6,-0.6,9.6
2.303452491760254,1.69,0.6,9.6,-0.6,9.6
2.378952741622925,1.7,0.6,9.6,-0.6,9.6
2.4532690048217773,1.67,0.6,9.6,-0.6,9.6
2.5287787914276123,1.69,0.6,9.6,-0.6,9.6
2.6026089191436768,1.69,0.6,9.6,-0.6,9.6
2.678412437438965,1.69,0.6,9.6,-0.5,9.6
2.7530643939971924,1.68,0.6,9.6,-0.6,9.6
2.8288612365722656,1.7,0.6,9.6,-0.6,9.6
2.903615951538086,1.67,0.6,9.6,-0.6,9.6
2.978847026824951,1.7,0.6,9.6,-0.6,9.6
